loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,stimulus.stopped,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,1,0,1,0,135,0,135,0,,,,,,,135,,,0.2,2019.5542163435289,Y,d,go,d,1,0.37149043069905474,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,136,0,136,0,,,,,,,136,,,0.2,2020.2382635016247,X,l,go,l,1,0.4390448090936161,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,137,0,137,0,,,,,,,137,,,0.2,2020.9891577569342,Y,d,go,d,1,0.36025967529087666,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,138,0,138,0,,,,,,,138,,,0.2,2021.65632247427,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,139,0,139,0,,,,,,,139,,,0.2,2022.6572668833642,X,l,go,l,1,0.5391730961151779,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,140,0,140,0,,,,,,,140,,,0.2,2023.508199989908,Y,d,go,d,1,0.4161545808557321,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,141,0,141,0,,,,,,,141,,,0.2,2024.2255726454491,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,142,0,142,0,,,,,,,142,,,0.2,2025.2265638237163,X,l,go,l,1,0.20992919364618956,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,143,0,143,0,,,,,,,143,,,0.2,2025.7435010336399,Y,d,go,d,1,0.3413444165199735,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,144,0,144,0,,,,,,,144,,,0.2,2026.394301053168,X,l,go,l,1,0.4669134927422647,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,145,0,145,0,,,,,,,145,,,0.2,2027.1616510830963,X,None,nogo,d,0,0.29154591370763683,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,146,0,146,0,,,,,,,146,,,0.2,2027.7625479845565,Y,d,go,None,0,,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,147,0,147,0,,,,,,,147,,,0.2,2028.7632934195362,X,l,go,l,1,0.43327045722628554,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,148,0,148,0,,,,,,,148,,,0.2,2029.4975292338104,X,None,nogo,None,1,,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,149,0,149,0,,,,,,,149,,,0.2,2030.498556514597,Y,d,go,d,1,0.2664780471246786,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,150,0,150,0,,,,,,,150,,,0.2,2031.0663195081197,X,l,go,l,1,0.555761383390859,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,151,0,151,0,,,,,,,151,,,0.2,2031.9336382355223,Y,d,go,d,1,0.6160398733046577,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,152,0,152,0,,,,,,,152,,,0.2,2032.8511435678233,X,l,go,l,1,0.3625850057625257,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
,,,,,,,,,,,,1,0,1,0,153,0,153,0,,,,,,,153,,,0.2,2033.5181294135846,X,None,nogo,None,1,,,,,,,,,,,,,,,,,57,001,21,w,Psychologie,2023-01-24_09h11.31.047,00_bat_bachelor,2022.2.4,59.91129452473678,
