loop_instruction.thisRepN;loop_instruction.thisTrialN;loop_instruction.thisN;loop_instruction.thisIndex;loop_rsi_practice.thisRepN;loop_rsi_practice.thisTrialN;loop_rsi_practice.thisN;loop_rsi_practice.thisIndex;loop_practice.thisRepN;loop_practice.thisTrialN;loop_practice.thisN;loop_practice.thisIndex;loop_exp.thisRepN;loop_exp.thisTrialN;loop_exp.thisN;loop_exp.thisIndex;loop_trials.thisRepN;loop_trials.thisTrialN;loop_trials.thisN;loop_trials.thisIndex;map_condition;map_x_key;map_y_key;key_resp_welcome.started;key_resp_welcome.keys;key_resp_welcome.rt;index;text_empty_rsi_practice.started;text_empty_rsi_practice.stopped;rsi;stimulus.started;stimulus;correct;trial_type;key_resp_trial.keys;key_resp_trial.corr;stimulus.stopped;key_resp_trial.rt;key_resp_instruction_rsi.started;key_resp_instruction_rsi.keys;key_resp_instruction_rsi.rt;key_resp_instruction_rsi.stopped;key_resp_instruction_final.started;key_resp_instruction_final.keys;key_resp_instruction_final.rt;key_resp_break.started;key_resp_break.keys;key_resp_break.rt;key_resp_break.stopped;key_resp_end_screen.started;image_end_screen.started;key_resp_end_screen.stopped;image_end_screen.stopped;key_resp_end_screen.keys;participant;session;Alter;Geschlecht (w/m/d/andere);Studiengang;date;expName;psychopyVersion;frameRate
;;;;;;;;;;;;7;0;7;0;26;0;26;0;;;;;;;26;;;0.2;36.014.136.831.933.800;X;d;go;d;1;;0.251511963957455;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;27;0;27;0;;;;;;;27;;;0.2;36.019.805.187.973.500;Y;l;go;l;1;;0.19602689996827394;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;28;0;28;0;;;;;;;28;;;0.2;3.602.481.147.403.070;X;d;go;None;0;3.603.281.561.560.460;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;29;0;29;0;;;;;;;29;;;0.2;36.034.820.181.905.500;Y;l;go;l;1;;0.24650833004852757;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;30;0;30;0;;;;;;;30;;;0.2;3.604.032.150.772.280;X;d;go;d;1;;0.43206896737683564;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;31;0;31;0;;;;;;;31;;;0.2;3.604.766.085.931.620;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;32;0;32;0;;;;;;;32;;;0.2;36.057.670.982.947.400;Y;l;go;l;1;;0.28165304026333615;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;33;0;33;0;;;;;;;33;;;0.2;36.063.505.462.543.100;X;d;go;d;1;;0.28989400598220527;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;34;0;34;0;;;;;;;34;;;0.2;3.606.951.318.811.500;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;35;0;35;0;;;;;;;35;;;0.2;3.607.952.093.599.010;Y;l;go;l;1;;0.3375492555787787;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;36;0;36;0;;;;;;;36;;;0.2;36.086.026.198.290.600;X;d;go;d;1;;0.31029545061755925;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;37;0;37;0;;;;;;;37;;;0.2;36.092.196.517.722.900;Y;l;go;l;1;;0.38157784030772746;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;38;0;38;0;;;;;;;38;;;0.2;36.099.036.111.982.400;X;d;go;d;1;;0.3381213765242137;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;39;0;39;0;;;;;;;39;;;0.2;3.610.554.015.246.560;Y;l;go;l;1;;0.40723503998015076;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;40;0;40;0;;;;;;;40;;;0.2;36.112.709.511.413.700;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;41;0;41;0;;;;;;;41;;;0.2;36.122.720.929.589.700;X;d;go;d;1;;0.4004689826397225;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;42;0;42;0;;;;;;;42;;;0.2;3.612.989.239.762.820;Y;l;go;l;1;;0.21234592236578465;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;43;0;43;0;;;;;;;43;;;0.2;36.135.064.002.393.000;Y;None;nogo;None;1;36.143.069.016.694.200;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;44;0;44;0;;;;;;;44;;;0.2;36.145.069.219.360.500;X;d;go;d;1;;0.277637527033221;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;45;0;45;0;;;;;;;45;;;0.2;361.509.056.722.885;Y;l;go;l;1;;0.2063090768060647;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;46;0;46;0;;;;;;;46;;;0.2;36.156.079.580.083.000;X;d;go;d;1;;0.45810531836468726;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;47;0;47;0;;;;;;;47;;;0.2;36.163.751.067.272.300;Y;l;go;l;1;;0.44157053844537586;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;48;0;48;0;;;;;;;48;;;0.2;36.171.256.605.451.300;Y;None;nogo;d;0;;0.3636656065355055;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;49;0;49;0;;;;;;;49;;;0.2;36.177.927.937.974.400;X;d;go;d;1;;0.49643790582194924;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;50;0;50;0;;;;;;;50;;;0.2;36.185.935.085.607.300;Y;l;go;l;1;;0.4475705355871469;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;51;0;51;0;;;;;;;51;;;0.2;3.619.344.067.711.960;Y;None;nogo;None;1;36.201.444.038.088.000;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;52;0;52;0;;;;;;;52;;;0.2;3.620.344.575.832.940;X;d;go;d;1;;0.24794154148548841;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;53;0;53;0;;;;;;;53;;;0.2;36.208.951.869.599.400;Y;l;go;l;1;;0.4020728606265038;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;54;0;54;0;;;;;;;54;;;0.2;3.621.612.576.672.690;X;d;go;d;1;;0.5807001679786481;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;55;0;55;0;;;;;;;55;;;0.2;36.224.965.810.925.900;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;56;0;56;0;;;;;;;56;;;0.2;3.623.497.303.031.610;Y;l;go;l;1;;0.4237281228415668;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;57;0;57;0;;;;;;;57;;;0.2;3.624.231.180.494.010;X;d;go;d;1;;0.3303691378678195;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;58;0;58;0;;;;;;;58;;;0.2;36.248.649.382.473.000;Y;l;go;l;1;;0.35231773322448134;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;59;0;59;0;;;;;;;59;;;0.2;36.255.321.641.056.200;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;60;0;60;0;;;;;;;60;;;0.2;3.626.532.899.620.410;X;d;go;d;1;;0.28398419060977176;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;61;0;61;0;;;;;;;61;;;0.2;36.271.333.502.383.700;Y;l;go;l;1;;0.27544698264682665;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;62;0;62;0;;;;;;;62;;;0.2;36.277.168.583.191.200;X;d;go;d;1;;0.4119836437748745;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;63;0;63;0;;;;;;;63;;;0.2;36.284.343.193.045.900;Y;l;go;l;1;;0.36698002921184525;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;64;0;64;0;;;;;;;64;;;0.2;3.629.101.499.102.310;X;d;go;d;1;;0.6116756681585684;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;65;0;65;0;;;;;;;65;;;0.2;36.300.186.399.910.000;Y;l;go;l;1;;0.35030852211639285;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;66;0;66;0;;;;;;;66;;;0.2;36.306.692.922.815.500;X;d;go;d;1;;0.48316760919988155;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;67;0;67;0;;;;;;;67;;;0.2;36.314.533.156.590.100;Y;l;go;l;1;;0.2911643083789386;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;68;0;68;0;;;;;;;68;;;0.2;3.632.053.872.943.560;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;69;0;69;0;;;;;;;69;;;0.2;36.330.544.785.190.700;X;d;go;d;1;;0.38768886763136834;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;70;0;70;0;;;;;;;70;;;0.2;3.633.755.007.149.120;Y;l;go;l;1;;0.2617679589893669;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;71;0;71;0;;;;;;;71;;;0.2;3.634.321.895.116.640;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;72;0;72;0;;;;;;;72;;;0.2;3.635.322.931.722.210;X;d;go;d;1;;0.2943691553082317;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;73;0;73;0;;;;;;;73;;;0.2;36.359.233.236.735.400;Y;l;go;l;1;;0.12607008538907394;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;74;0;74;0;;;;;;;74;;;0.2;36.363.568.017.664.300;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;75;0;75;0;;;;;;;75;;;0.2;36.373.575.969.175.400;X;d;go;d;1;;0.25886420282768086;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;76;0;76;0;;;;;;;76;;;0.2;36.379.247.772.485.800;Y;l;go;l;1;;0.17251854768255726;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;77;0;77;0;;;;;;;77;;;0.2;3.638.408.521.014.090;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;78;0;78;0;;;;;;;78;;;0.2;36.394.093.612.560.500;X;d;go;d;1;;0.23920700018061325;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;79;0;79;0;;;;;;;79;;;0.2;36.399.599.209.891.100;Y;l;go;l;1;;0.16982570057734847;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;80;0;80;0;;;;;;;80;;;0.2;3.640.443.537.239.500;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;81;0;81;0;;;;;;;81;;;0.2;36.414.441.054.816.700;X;d;go;d;1;;0.3174193259328604;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;82;0;82;0;;;;;;;82;;;0.2;3.642.078.065.901.520;Y;l;go;l;1;;0.16275612817844376;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;83;0;83;0;;;;;;;83;;;0.2;36.425.451.711.296.300;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;84;0;84;0;;;;;;;84;;;0.2;36.435.455.905.233.300;X;d;go;d;1;;0.2953490336658433;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;85;0;85;0;;;;;;;85;;;0.2;3.644.146.378.595.730;Y;l;go;l;1;;0.14213504729559645;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;86;0;86;0;;;;;;;86;;;0.2;36.445.963.963.168.900;X;d;go;None;0;36.453.972.095.043.800;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;87;0;87;0;;;;;;;87;;;0.2;3.645.597.467.831.560;Y;l;go;l;1;;0.35527676210040227;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;88;0;88;0;;;;;;;88;;;0.2;3.646.264.554.053.540;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;89;0;89;0;;;;;;;89;;;0.2;3.647.265.019.507.900;X;d;go;d;1;;0.25518953788559884;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;90;0;90;0;;;;;;;90;;;0.2;36.478.324.558.387.900;Y;l;go;l;1;;0.18462666310369968;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;91;0;91;0;;;;;;;91;;;0.2;36.483.329.084.446.800;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;92;0;92;0;;;;;;;92;;;0.2;36.493.334.791.110.200;Y;None;nogo;d;0;;0.2671478351694532;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;93;0;93;0;;;;;;;93;;;0.2;3.649.917.262.585.600;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;94;0;94;0;;;;;;;94;;;0.2;365.091.820.222.151;Y;l;go;l;1;;0.3315468342625536;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;95;0;95;0;;;;;;;95;;;0.2;36.515.517.495.506.700;X;d;go;d;1;;0.5128762008971535;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;96;0;96;0;;;;;;;96;;;0.2;3.652.369.210.972.500;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;97;0;97;0;;;;;;;97;;;0.2;36.533.697.350.934.900;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;98;0;98;0;;;;;;;98;;;0.2;36.543.708.066.081.100;Y;l;go;l;1;;0.4457901727873832;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;99;0;99;0;;;;;;;99;;;0.2;3.655.121.076.789.800;X;d;go;d;1;;0.2556171740870923;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;100;0;100;0;;;;;;;100;;;0.2;36.556.884.190.601.900;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;101;0;101;0;;;;;;;101;;;0.2;365.668.923.748.401;Y;l;go;l;1;;0.4320568460971117;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;102;0;102;0;;;;;;;102;;;0.2;36.574.230.640.373.400;X;d;go;d;1;;0.33730925573036075;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;103;0;103;0;;;;;;;103;;;0.2;36.580.734.734.189.400;Y;l;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;104;0;104;0;;;;;;;104;;;0.2;3.659.074.358.267.010;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;105;0;105;0;;;;;;;105;;;0.2;3.660.075.083.115.130;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;106;0;106;0;;;;;;;106;;;0.2;3.661.075.824.932.950;X;d;go;d;1;;0.46123549866024405;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;107;0;107;0;;;;;;;107;;;0.2;3.661.843.104.076.100;Y;l;go;l;1;;0.2702149851829745;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;108;0;108;0;;;;;;;108;;;0.2;36.624.269.515.505.800;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;109;0;109;0;;;;;;;109;;;0.2;36.634.277.651.259.300;X;d;go;d;1;;0.5255559522775002;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;110;0;110;0;;;;;;;110;;;0.2;36.642.613.734.490.500;Y;l;go;l;1;;0.4590304088196717;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;111;0;111;0;;;;;;;111;;;0.2;36.650.289.982.889.600;X;d;go;d;1;;0.5883758006384596;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;112;0;112;0;;;;;;;112;;;0.2;36.659.296.024.583.700;Y;l;go;l;1;;0.5515098791220225;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;113;0;113;0;;;;;;;113;;;0.2;36.667.968.219.167.000;X;d;go;d;1;;0.4994905104395002;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;114;0;114;0;;;;;;;114;;;0.2;3.667.597.602.619.380;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;7;0;7;0;115;0;115;0;;;;;;;115;;;0.2;3.668.598.140.316.080;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
